19227,1497383482.0,,,96.255.120.45,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19229,1497383484.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19230,1497383484.0,,,74.63.40.21,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19231,1497383485.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19235,1497383491.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19237,1497383496.0,,,74.63.40.21,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19238,1497383500.0,,,72.233.61.125,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19240,1497383506.0,,,192.168.2.112,192.168.5.123,ET WEB_SERVER Possible SQLi xp_cmdshell POST body,,,,,,
19241,1497383506.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19242,1497383520.0,,,72.233.61.125,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19244,1497383521.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19245,1497383538.0,,,72.233.61.125,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19247,1497383554.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19248,1497383555.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19250,1497383574.0,,,72.233.61.125,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19251,1497383575.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19252,1497383581.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19254,1497383583.0,,,72.233.61.125,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19255,1497383583.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
19256,1497383589.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19257,1497383589.0,,,72.21.207.153,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19258,1497383605.0,,,72.233.61.125,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19259,1497383607.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19267,1497383615.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19268,1497383615.0,,,96.255.120.45,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19271,1497383616.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19272,1497383616.0,,,142.166.14.72,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19277,1497383620.0,,,69.60.7.199,192.168.4.120,(spp_sdf) SDF Combination Alert,,,,,,
19278,1497383623.0,,,192.168.4.120,209.73.188.248,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19279,1497383631.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
21849,1497401303.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
21850,1497401303.0,,,142.166.14.78,192.168.1.102,(spp_sdf) SDF Combination Alert,,,,,,
21854,1497401396.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21855,1497401396.0,,,142.167.88.44,192.168.5.122,(ftp_telnet) TELNET CMD on FTP Command Channel,,,,,,
21856,1497401398.0,,,192.168.5.122,142.167.88.44,Consecutive TCP small segments exceeding threshold,,,,,,
21858,1497401399.0,,,142.167.88.44,192.168.5.122,ET FTP Suspicious Quotation Mark Usage in FTP Username,,,,,,
21859,1497401399.0,,,142.167.88.44,192.168.5.122,ET FTP Suspicious Percentage Symbol Usage in FTP Username,,,,,,
21862,1497401400.0,,,192.168.5.122,142.167.88.44,Reset outside window,,,,,,
21866,1497401403.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21867,1497401403.0,,,142.167.88.44,192.168.5.122,(ftp_telnet) TELNET CMD on FTP Command Channel,,,,,,
21869,1497401407.0,,,192.168.5.122,142.167.88.44,Consecutive TCP small segments exceeding threshold,,,,,,
21871,1497401409.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21872,1497401409.0,,,142.167.88.44,192.168.5.122,(ftp_telnet) TELNET CMD on FTP Command Channel,,,,,,
21874,1497401414.0,,,142.167.88.44,192.168.5.122,ET FTP Suspicious Quotation Mark Usage in FTP Username,,,,,,
21876,1497401415.0,,,192.168.5.122,142.167.88.44,Consecutive TCP small segments exceeding threshold,,,,,,
21877,1497401416.0,,,192.168.5.122,142.167.88.44,ET SCAN Potential FTP Brute-Force attempt response,,,,,,
21878,1497401416.0,,,142.167.88.44,192.168.5.122,(ftp_telnet) TELNET CMD on FTP Command Channel,,,,,,
21879,1497401416.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21882,1497401418.0,,,142.167.88.44,192.168.5.122,(ftp_telnet) Invalid FTP Command,,,,,,
21891,1497401421.0,,,192.168.5.122,142.167.88.44,Reset outside window,,,,,,
21894,1497401424.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
21895,1497401424.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
21898,1497401425.0,,,192.168.3.117,68.142.205.137,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
21899,1497401427.0,,,142.166.14.69,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
21904,1497401430.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
21905,1497401431.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21906,1497401431.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21907,1497401431.0,,,192.168.5.122,142.167.88.44,(http_inspect) POST W/O CONTENT-LENGTH OR CHUNKS,,,,,,
21910,1497401436.0,,,142.167.88.44,192.168.5.122,(ftp_telnet) TELNET CMD on FTP Command Channel,,,,,,
21911,1497401437.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
21912,1497401437.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
21913,1497401437.0,,,192.168.5.122,142.167.88.44,Consecutive TCP small segments exceeding threshold,,,,,,
21914,1497401437.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
21915,1497401439.0,,,142.167.88.44,192.168.5.122,ET POLICY Incoming Basic Auth Base64 HTTP Password detected unencrypted,,,,,,
21916,1497401439.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21918,1497401442.0,,,208.78.125.18,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
21919,1497401443.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21921,1497401443.0,,,192.168.5.122,142.167.88.44,(http_inspect) POST W/O CONTENT-LENGTH OR CHUNKS,,,,,,
21922,1497401450.0,,,192.168.4.121,124.198.191.30,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
21923,1497401464.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21924,1497401471.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
21925,1497401475.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22642,1497401477.0,,,192.168.5.122,142.167.88.44,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
21926,1497401485.0,,,142.167.88.44,192.168.5.122,SERVER-WEBAPP JBoss JMX console access attempt,,,,,,
21927,1497401487.0,,,142.167.88.44,192.168.5.122,ET WEB_SPECIFIC_APPS Possible HP Power Manager Management Web Server Login Remote Buffer Overflow Attempt,,,,,,
21928,1497401493.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21929,1497401498.0,,,142.167.88.44,192.168.5.122,ET EXPLOIT Wscript Shell Run Attempt - Likely Hostile,,,,,,
21930,1497401501.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
21931,1497401501.0,,,192.168.4.118,62.149.130.16,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
21932,1497401501.0,,,62.149.130.16,192.168.4.118,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
21933,1497401505.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21934,1497401505.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21939,1497401509.0,,,192.168.5.122,142.167.88.44,Reset outside window,,,,,,
21940,1497401511.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21941,1497401511.0,,,192.168.5.122,142.167.88.44,(http_inspect) SIMPLE REQUEST,,,,,,
21942,1497401511.0,,,142.167.88.44,192.168.5.122,(spp_sdf) SDF Combination Alert,,,,,,
21943,1497401511.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
21944,1497401512.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21945,1497401512.0,,,142.167.88.44,192.168.5.122,(http_inspect) UNESCAPED SPACE IN HTTP URI,,,,,,
21948,1497401513.0,,,142.167.88.44,192.168.5.122,(IMAP) Unknown IMAP4 command,,,,,,
21953,1497401515.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER HP OpenView Network Node Manager OvWebHelp.exe Heap Buffer Overflow Attempt,,,,,,
21956,1497401515.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
21959,1497401515.0,,,142.167.88.44,192.168.5.122,ET EXPLOIT HP OpenView Network Node Manager Toolbar.exe CGI Buffer Overflow Attempt,,,,,,
21961,1497401518.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
21962,1497401519.0,,,192.168.5.122,142.167.88.44,(http_inspect) POST W/O CONTENT-LENGTH OR CHUNKS,,,,,,
21963,1497401519.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21964,1497401519.0,,,142.167.88.44,192.168.5.122,(http_inspect) UNESCAPED SPACE IN HTTP URI,,,,,,
21968,1497401520.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
21970,1497401522.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
21973,1497401523.0,,,142.167.88.44,192.168.5.122,(spp_sdf) SDF Combination Alert,,,,,,
21975,1497401523.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
21976,1497401524.0,,,209.87.178.183,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
21978,1497401526.0,,,142.167.88.44,192.168.5.122,(http_inspect) NON-RFC DEFINED CHAR,,,,,,
22644,1497401526.0,,,192.168.5.122,142.167.88.44,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
21980,1497401527.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
21982,1497401529.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21983,1497401530.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER /bin/sh In URI Possible Shell Command Execution Attempt,,,,,,
21984,1497401530.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21986,1497401531.0,,,192.168.5.122,142.167.88.44,(http_inspect) POST W/O CONTENT-LENGTH OR CHUNKS,,,,,,
21987,1497401531.0,,,142.167.88.44,192.168.5.122,ET SHELLCODE Rothenburg Shellcode,,,,,,
21988,1497401531.0,,,192.168.5.122,142.167.88.44,ET SHELLCODE Rothenburg Shellcode,,,,,,
21989,1497401532.0,,,142.167.88.44,192.168.5.122,(IMAP) Unknown IMAP4 command,,,,,,
21990,1497401538.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
21991,1497401538.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
21992,1497401541.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
21993,1497401545.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
21994,1497401546.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
21995,1497401546.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER Possible Cookie Based BackDoor Used in Drupal Attacks,,,,,,
21997,1497401547.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
21999,1497401551.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER Possible DD-WRT Metacharacter Injection Command Execution Attempt,,,,,,
22000,1497401551.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER /bin/sh In URI Possible Shell Command Execution Attempt,,,,,,
22004,1497401553.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22005,1497401554.0,,,192.168.5.122,142.167.88.44,Consecutive TCP small segments exceeding threshold,,,,,,
22006,1497401554.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
22007,1497401554.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
22009,1497401556.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER HTTP POST Generic eval of base64_decode,,,,,,
22010,1497401556.0,,,142.167.88.44,192.168.5.122,ET WEB_SERVER PHP tags in HTTP POST,,,,,,
22011,1497401556.0,,,142.167.88.44,192.168.5.122,(POP) Unknown POP3 command,,,,,,
22012,1497401557.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22013,1497401560.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22014,1497401560.0,,,142.167.88.44,192.168.5.122,(http_inspect) LONG HEADER,,,,,,
22015,1497401562.0,,,203.190.59.110,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22016,1497401562.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
22017,1497401562.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
22018,1497401564.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22019,1497401565.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22020,1497401566.0,,,184.51.189.86,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22022,1497401568.0,,,192.168.5.122,142.167.88.44,(http_inspect) SIMPLE REQUEST,,,,,,
22023,1497401569.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
22025,1497401569.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
22026,1497401572.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22029,1497401575.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22030,1497401578.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
22031,1497401578.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
22032,1497401582.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22035,1497401587.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
22036,1497401587.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
22037,1497401589.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22040,1497401594.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22041,1497401595.0,,,192.168.4.119,74.6.234.31,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22042,1497401595.0,,,142.167.88.44,192.168.5.122,(http_inspect) OVERSIZE REQUEST-URI DIRECTORY,,,,,,
22043,1497401595.0,,,192.168.5.122,142.167.88.44,ET WEB_SERVER HTTP 414 Request URI Too Large,,,,,,
22044,1497401597.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22045,1497401603.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22046,1497401609.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22047,1497401616.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22048,1497401622.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22049,1497401628.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22050,1497401635.0,,,142.167.88.44,192.168.5.122,INDICATOR-SHELLCODE Shikata Ga Nai x86 polymorphic shellcode decoder detected,,,,,,
22051,1497401649.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22052,1497401651.0,,,121.50.62.134,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
22053,1497401672.0,,,209.87.178.183,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
22054,1497401672.0,,,192.168.4.121,124.198.191.30,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22055,1497401679.0,,,192.168.5.122,192.168.3.114,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22056,1497401682.0,,,192.168.5.122,192.168.1.104,Consecutive TCP small segments exceeding threshold,,,,,,
22063,1497401689.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22064,1497401689.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22065,1497401690.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22066,1497401728.0,,,192.168.5.122,192.168.1.105,Consecutive TCP small segments exceeding threshold,,,,,,
22074,1497401735.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22677,1497401745.0,,,64.202.189.170,192.168.4.121,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22076,1497401760.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22077,1497401761.0,,,67.15.47.4,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22078,1497401793.0,,,192.168.1.101,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22079,1497401794.0,,,192.168.5.122,192.168.4.118,Consecutive TCP small segments exceeding threshold,,,,,,
22085,1497401820.0,,,219.94.203.105,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22086,1497401868.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22087,1497401870.0,,,72.14.204.149,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22088,1497401872.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22091,1497401873.0,,,142.166.14.86,192.168.1.101,(spp_sdf) SDF Combination Alert,,,,,,
22092,1497401874.0,,,192.168.1.101,72.14.204.99,(http_inspect) LONG HEADER,,,,,,
22093,1497401893.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22094,1497401893.0,,,219.94.203.105,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
22095,1497401900.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22096,1497401902.0,,,192.168.2.113,69.147.108.30,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22098,1497401902.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22099,1497401902.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
22100,1497401929.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
22101,1497401945.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22102,1497401945.0,,,208.66.205.221,192.168.3.115,(spp_sdf) SDF Combination Alert,,,,,,
22103,1497401945.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22104,1497401946.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22105,1497401967.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22106,1497401973.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22108,1497401975.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22109,1497402000.0,,,74.54.152.11,192.168.4.119,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22110,1497402001.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22111,1497402015.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22112,1497402017.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22113,1497402022.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22114,1497402022.0,,,212.58.244.143,192.168.3.114,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
22116,1497402025.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22121,1497402035.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22122,1497402035.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22123,1497402035.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22125,1497402037.0,,,219.94.203.161,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22126,1497402042.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22128,1497402043.0,,,208.78.125.18,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
22130,1497402066.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22131,1497402076.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22133,1497402091.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
22134,1497402100.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22135,1497402100.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
22136,1497402100.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22137,1497402100.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
22139,1497402102.0,,,192.168.4.121,124.198.191.30,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22144,1497402106.0,,,192.168.4.118,69.147.125.65,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22145,1497402106.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
22146,1497402106.0,,,192.168.3.115,208.66.205.221,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22147,1497402106.0,,,192.168.4.118,67.195.160.76,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
22151,1497402106.0,,,208.66.205.221,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
